Time (sec),A/F Correction #1,A/F Correction #3,A/F Learning #1,A/F Sensor #1 Ratio,AVCS Intake Left,AVCS Intake Right,Closed Loop Fuel Target,Closed/Open Loop Switch,Commanded Fuel Final,Coolant Temperature,Dynamic Advance Multiplier,Engine Speed,Feedback Knock Correction,Hot-Restart Enrichment,Ignition Timing,Inj. #1 Pulse Width {No Latency},Manifold Rel. Pressure,Mass Airflow,Primary Ignition,Sensor Input Monitor Only {Rear O2},Tip-in Enrich. {Last Applied},Wall Wetting Final,Warm-Up Enrichment,Inj. Duty Cycle
18.057,9.38,1.95,0.00,15.04,0,1,14.92,Closed,14.56,201,1.0000,1022,0.00,0.0000,24.50,1.313,-7.10,9.91,24.70,14.99,0.0000,0.0047,0.0000,1.96
18.188,9.38,1.95,0.00,15.04,0,1,14.92,Closed,14.56,201,1.0000,988,0.00,0.0000,23.50,1.320,-6.99,9.34,23.84,15.12,0.0000,0.0051,0.0000,1.90
18.318,9.38,0.94,0.00,14.93,0,1,14.91,Closed,14.56,201,1.0000,951,0.00,0.0000,23.00,1.319,-6.88,9.02,22.74,14.99,0.0000,0.0052,0.0000,1.82
18.447,9.38,0.78,0.00,15.04,0,1,14.81,Closed,14.57,199,1.0000,911,0.00,0.0000,22.00,1.336,-6.80,8.69,21.60,15.02,0.0000,0.0053,0.0000,1.75
18.583,10.16,1.64,0.00,15.04,0,1,14.90,Closed,14.57,199,1.0000,880,0.00,0.0000,22.50,1.340,-6.80,8.24,21.29,14.97,0.0000,0.0050,0.0000,1.69
18.708,10.16,1.56,0.00,15.04,0,1,14.88,Closed,14.58,199,1.0000,861,0.00,0.0000,22.00,1.341,-6.77,8.37,20.87,14.93,0.0000,0.0050,0.0000,1.65
18.837,10.16,1.56,0.00,15.04,0,1,14.88,Closed,14.58,199,1.0000,849,0.00,0.0000,22.00,1.342,-6.74,8.11,21.16,15.05,0.0000,0.0048,0.0000,1.63
18.967,10.16,1.48,0.00,15.04,0,1,14.87,Closed,14.58,199,1.0000,848,0.00,0.0000,22.50,1.339,-6.74,8.07,21.28,15.01,0.0000,0.0046,0.0000,1.63
19.097,10.94,1.48,0.00,15.16,0,0,14.87,Closed,14.59,199,1.0000,841,0.00,0.0000,22.00,1.348,-6.74,8.07,21.38,15.12,0.0000,0.0043,0.0000,1.61
19.227,11.72,1.17,0.00,15.16,0,0,14.83,Closed,14.59,199,1.0000,845,0.00,0.0000,22.00,1.353,-6.74,8.07,21.61,15.18,0.0000,0.0041,0.0000,1.62
19.361,12.50,1.48,0.00,15.27,0,0,14.87,Closed,14.59,199,1.0000,862,0.00,0.0000,22.00,1.351,-6.77,8.07,21.99,15.21,0.0000,0.0037,0.0000,1.66
19.487,12.50,1.48,0.00,15.27,0,0,14.87,Closed,14.60,199,1.0000,859,0.00,0.0000,22.50,1.346,-6.81,7.90,21.92,15.28,0.0000,0.0033,0.0000,1.65
19.617,13.28,1.48,0.00,15.27,0,0,14.87,Closed,14.60,199,1.0000,862,0.00,0.0000,22.50,1.342,-6.84,7.90,22.27,15.20,0.0000,0.0030,0.0000,1.66
19.747,14.06,1.48,0.00,15.27,0,0,14.87,Closed,14.61,199,1.0000,862,0.00,0.0000,22.50,1.339,-6.85,7.96,22.21,15.40,0.0000,0.0028,0.0000,1.66
19.880,14.06,1.48,0.00,15.16,0,0,14.87,Closed,14.61,199,1.0000,849,0.00,0.0000,22.50,1.352,-6.82,8.03,21.95,15.38,0.0000,0.0028,0.0000,1.63
20.007,14.06,1.09,0.00,15.16,0,1,14.82,Closed,14.61,199,1.0000,869,0.00,0.0000,22.50,1.346,-6.85,8.00,22.57,15.18,0.0000,0.0025,0.0000,1.67
20.137,14.06,1.48,0.00,15.04,0,0,14.87,Closed,14.61,199,1.0000,872,0.00,0.0000,22.50,1.351,-6.82,8.43,22.26,15.05,0.0000,0.0026,0.0000,1.67
20.267,14.84,1.09,0.00,15.04,0,1,14.87,Closed,14.61,199,1.0000,873,0.00,0.0000,22.00,1.380,-6.80,8.37,21.78,15.16,0.0000,0.0027,0.0000,1.68
20.397,14.84,0.86,0.00,15.04,0,0,14.79,Closed,14.61,199,1.0000,887,0.00,0.0000,22.50,1.379,-6.78,8.43,22.42,15.11,0.0000,0.0024,0.0000,1.70
20.527,15.63,1.25,0.00,15.04,0,0,14.78,Closed,14.61,199,1.0000,904,0.00,0.0000,22.50,1.362,-6.82,8.37,22.82,15.13,0.0000,0.0021,0.0000,1.74
20.657,15.63,1.56,0.00,15.04,0,0,14.88,Closed,14.62,199,1.0000,902,0.00,0.0000,23.00,1.362,-6.85,8.43,22.69,15.04,0.0000,0.0018,0.0000,1.73
20.787,15.63,1.56,0.00,15.04,0,0,14.88,Closed,14.62,199,1.0000,910,0.00,0.0000,23.00,1.359,-6.87,8.37,23.11,15.13,0.0000,0.0017,0.0000,1.75
20.917,15.63,1.56,0.00,14.93,0,1,14.88,Closed,14.62,199,1.0000,923,0.00,0.0000,23.50,1.340,-6.91,8.37,23.60,15.01,0.0000,0.0014,0.0000,1.77
21.047,14.84,1.09,0.00,14.81,0,1,14.88,Closed,14.63,199,1.0000,916,0.00,0.0000,23.50,1.331,-6.88,8.50,23.48,14.85,0.0000,0.0015,0.0000,1.76
21.177,14.84,1.25,0.00,14.81,0,1,14.80,Closed,14.63,199,1.0000,933,0.00,0.0000,23.50,1.317,-7.03,7.19,24.44,14.68,0.0000,-0.0342,0.0000,1.79
21.307,14.84,0.39,0.00,14.81,0,0,14.78,Closed,15.16,199,1.0000,931,0.00,0.0000,18.50,1.123,-7.58,5.74,23.25,14.66,0.0000,-0.0372,0.0000,1.59
21.435,14.84,0.23,0.00,14.70,0,0,14.70,Closed,15.22,199,1.0000,924,0.00,0.0000,19.00,0.986,-8.04,5.60,20.55,14.44,0.0000,-0.0295,0.0000,1.58
21.566,14.84,-0.08,0.00,14.70,0,0,14.57,Closed,15.09,199,1.0000,967,0.00,0.0000,12.50,0.883,-8.40,5.52,18.44,14.72,0.0000,-0.0295,0.0000,1.44
21.699,14.06,0.86,0.00,14.47,0,0,14.76,Closed,15.08,199,1.0000,972,0.00,0.0000,12.00,0.848,-8.67,5.56,16.91,14.65,0.0000,0.0000,0.0000,1.45
21.823,13.28,0.86,0.00,14.13,0,0,14.77,Closed,14.64,199,1.0000,970,0.00,0.0000,13.00,0.805,-8.86,5.63,16.91,14.60,0.0000,0.0000,0.0000,1.45
21.954,12.50,0.86,0.00,13.90,0,0,14.77,Closed,14.64,199,1.0000,955,0.00,0.0000,15.50,0.784,-8.94,5.67,16.91,14.42,0.0000,0.0000,0.0000,1.43
22.081,10.94,0.31,0.00,13.78,0,0,14.78,Closed,14.65,199,1.0000,940,0.00,0.0000,17.50,0.777,-9.00,5.71,16.91,14.14,0.0000,0.0000,0.0000,1.40
22.210,10.16,-0.23,0.00,13.67,0,0,14.63,Closed,14.65,199,1.0000,921,0.00,0.0000,19.00,0.777,-9.00,5.74,16.91,13.88,0.0000,0.0000,0.0000,1.37
22.340,9.38,-0.55,0.00,13.67,0,0,14.57,Closed,14.65,199,1.0000,909,0.00,0.0000,20.50,0.783,-8.97,5.82,16.91,13.71,0.0000,0.0000,0.0000,1.36
22.468,8.59,-0.55,0.00,13.55,0,0,14.57,Closed,14.65,199,1.0000,899,0.00,0.0000,20.00,0.788,-8.93,5.74,16.91,13.60,0.0000,0.0000,0.0000,1.34
22.603,7.03,-0.55,0.00,13.55,0,0,14.57,Closed,14.65,199,1.0000,895,0.00,0.0000,20.00,0.785,-8.87,5.74,16.91,13.45,0.0000,0.0000,0.0000,1.34
22.726,6.25,0.47,0.00,13.44,0,0,14.64,Closed,14.65,199,1.0000,888,0.00,0.0000,20.50,0.783,-8.87,5.78,16.91,13.48,0.0000,0.0000,0.0000,1.33
22.856,4.69,0.47,0.00,13.44,0,0,14.74,Closed,14.65,199,1.0000,865,0.00,0.0000,21.00,0.785,-8.87,5.71,16.91,13.37,0.0000,0.0000,0.0000,1.29
22.992,3.91,0.47,0.00,13.55,0,0,14.69,Closed,14.66,199,1.0000,849,0.00,0.0000,21.00,0.794,-8.83,5.63,16.91,13.27,0.0000,0.0000,0.0000,1.27
23.116,3.91,0.63,0.00,13.78,0,0,14.69,Closed,14.66,199,1.0000,837,0.00,0.0000,21.00,0.798,-8.81,5.60,16.91,13.22,0.0000,0.0000,0.0000,1.25
23.246,3.13,0.86,0.00,14.01,0,0,14.77,Closed,14.66,199,1.0000,826,0.00,0.0000,21.00,0.807,-8.77,5.52,11.99,13.42,0.0000,0.0000,0.0000,1.23
23.380,3.13,0.86,0.78,14.13,0,0,14.77,Closed,14.66,199,1.0000,793,0.00,0.0000,16.00,0.816,-8.71,5.52,11.99,13.49,0.0000,0.0000,0.0000,1.18
23.506,3.13,0.86,0.78,14.24,0,0,14.78,Closed,14.66,199,1.0000,753,0.00,0.0000,16.00,0.845,-8.64,5.42,11.99,13.32,0.0000,0.0000,0.0000,1.12
23.636,2.34,0.86,0.00,14.36,0,0,14.78,Closed,13.46,199,1.0000,719,0.00,0.0000,16.00,1.058,-8.26,6.84,11.99,13.76,0.0000,0.1390,0.0000,1.23
23.769,2.34,1.17,0.00,14.47,0,1,14.83,Closed,12.98,199,1.0000,671,0.00,0.0000,14.00,1.213,-7.70,6.96,11.99,13.80,0.0000,0.1183,0.0000,1.29
23.896,2.34,1.17,0.00,14.59,0,0,14.83,Closed,13.22,199,1.0000,645,0.00,0.0000,13.50,1.269,-7.29,6.46,11.99,13.99,0.0000,0.0946,0.0000,1.24
24.035,2.34,1.09,0.00,14.70,0,1,14.81,Closed,13.39,199,1.0000,639,0.00,0.0000,13.00,1.289,-7.12,6.31,11.99,14.22,0.0000,0.0624,0.0000,1.23
24.156,3.13,1.02,0.00,14.81,0,0,14.80,Closed,14.57,199,1.0000,661,0.00,0.0000,13.00,1.185,-7.04,5.63,11.99,14.48,0.0000,0.0051,0.0000,1.27
24.286,3.13,0.86,0.00,15.16,0,0,14.78,Closed,14.58,199,1.0000,670,0.00,0.0000,13.50,1.168,-7.09,5.93,11.99,14.55,0.0000,0.0050,0.0000,1.29
24.416,4.69,0.94,0.00,15.50,0,0,14.79,Closed,14.58,199,1.0000,691,0.00,0.0000,13.00,1.176,-7.04,6.30,11.99,14.92,0.0000,0.0048,0.0000,1.33
24.546,5.47,1.02,0.00,15.62,0,0,14.80,Closed,14.58,199,1.0000,716,0.00,0.0000,11.50,1.176,-7.04,6.30,11.99,15.62,0.0000,0.0046,0.0000,1.37
24.676,6.25,1.02,0.00,15.62,0,0,14.80,Closed,14.59,199,1.0000,725,0.00,0.0000,10.00,1.177,-7.06,6.46,11.99,15.73,0.0000,0.0044,0.0000,1.39
24.806,6.25,1.09,0.00,15.62,0,0,14.81,Closed,14.59,199,1.0000,701,0.00,0.0000,12.50,1.204,-6.91,6.77,11.99,15.76,0.0000,0.0547,0.0000,1.35
24.939,7.03,1.17,0.00,15.73,0,0,14.82,Closed,14.58,199,1.0000,700,0.00,0.0000,12.50,1.242,-6.80,6.81,11.99,15.86,0.0000,0.0034,0.0000,1.34
25.066,7.81,1.17,0.00,15.85,0,0,14.82,Closed,13.90,199,1.0000,711,0.00,0.0000,11.00,1.368,-6.59,7.48,12.24,15.88,0.0000,0.0714,0.0000,1.36
25.201,9.38,1.33,0.00,16.08,0,0,14.84,Closed,13.68,199,1.0000,734,0.00,0.0000,16.50,1.538,-5.10,14.19,12.31,15.87,0.0000,0.3260,0.0000,1.88
25.325,11.72,2.34,0.00,16.19,0,0,14.95,Closed,11.05,199,1.0000,767,0.00,0.0000,4.50,2.369,-3.73,13.56,4.42,16.27,0.0000,-0.0606,0.0000,2.13
25.455,14.06,2.03,0.00,16.42,0,0,14.93,Closed,15.75,199,1.0000,921,0.00,0.0000,9.50,1.647,-5.63,6.07,13.84,16.54,0.0000,-0.0617,0.0000,1.96
25.587,16.41,1.02,0.00,17.11,0,0,14.78,Closed,15.58,199,1.0000,1088,0.00,0.0000,17.00,1.518,-5.99,11.52,18.75,17.12,0.0000,0.0722,0.0000,2.32
25.715,17.19,2.11,0.00,16.19,0,0,14.90,Closed,13.50,199,1.0000,1265,0.00,0.0000,20.50,1.786,-5.49,16.04,25.88,15.76,0.0000,0.0085,0.0000,2.97
25.846,12.50,-2.19,0.00,14.24,0,0,14.88,Closed,14.43,199,1.0000,1501,0.00,0.0000,31.00,1.548,-6.08,15.04,36.71,13.90,0.0000,-0.0321,0.0000,3.20
25.975,11.72,-2.27,0.00,13.90,3,2,14.17,Closed,14.96,199,1.0000,1740,0.00,0.0000,38.00,1.344,-7.03,15.38,41.96,13.85,0.0000,-0.0327,0.0000,3.34
26.105,11.72,-2.27,0.00,14.01,7,5,14.22,Closed,15.04,199,1.0000,1909,0.00,0.0000,42.00,1.069,-8.04,13.38,44.08,13.84,0.0000,-0.0295,0.0000,3.26
26.235,11.72,-2.19,0.00,14.13,12,8,14.25,Closed,15.02,199,1.0000,1927,0.00,0.0000,42.50,0.966,-8.74,13.19,43.31,13.80,0.0000,0.0000,0.0000,3.29
26.365,10.94,0.23,0.00,14.13,18,11,14.50,Closed,14.56,199,1.0000,1847,0.00,0.0000,41.00,0.937,-8.91,13.71,41.49,13.86,0.0000,0.0000,0.0000,3.15
26.495,12.50,1.88,0.00,14.70,22,14,14.77,Closed,14.54,199,1.0000,1769,0.00,0.0000,39.50,1.121,-8.61,16.04,41.16,14.20,0.0000,0.0000,0.0000,3.02
26.625,13.28,2.27,0.00,15.16,25,16,14.80,Closed,14.50,199,1.0000,1624,0.00,0.0000,38.00,1.478,-8.17,15.96,39.47,14.85,0.0000,0.0000,0.0000,3.47
26.755,14.84,2.27,0.00,15.39,29,19,14.83,Closed,14.49,199,1.0000,1492,0.00,0.0000,32.00,1.677,-7.42,16.89,33.19,15.49,0.0000,0.1094,0.0000,3.50
26.885,14.84,2.34,0.00,15.04,27,18,14.88,Closed,13.19,199,1.0000,1358,0.00,0.0000,28.00,1.879,-6.56,17.91,29.08,15.06,0.0000,0.0868,0.0000,3.48
27.015,8.59,2.42,0.00,13.78,25,16,14.92,Closed,13.38,199,1.0000,1265,0.00,0.0000,24.50,1.984,-5.86,17.99,23.13,13.66,0.0000,0.0980,0.0000,3.24
27.145,7.81,-2.27,0.00,13.55,21,6,14.27,Closed,13.51,199,1.0000,1201,0.00,0.0000,22.50,2.090,-5.01,17.65,18.51,13.23,0.0000,0.0919,0.0000,3.07
27.275,8.59,-2.27,0.00,14.13,5,2,14.26,Closed,14.42,199,1.0000,1170,0.00,0.0000,21.00,2.175,-4.56,17.23,15.86,13.95,0.0000,0.0569,0.0000,3.24
27.405,5.47,0.55,0.00,13.78,1,1,14.54,Closed,14.41,199,1.0000,1151,0.00,0.0000,21.00,1.950,-4.40,15.79,16.01,13.41,0.0000,0.0131,0.0000,2.95
27.539,2.34,-0.63,0.00,13.32,0,0,14.62,Closed,14.42,199,1.0000,1149,0.00,0.0000,21.00,1.852,-4.34,15.63,16.42,13.01,0.0000,0.0126,0.0000,2.70
27.665,-1.56,-2.27,0.00,13.09,0,0,14.36,Closed,14.43,199,1.0000,1125,0.00,0.0000,21.00,1.784,-4.27,15.54,15.78,12.91,0.0000,0.0121,0.0000,2.64
27.799,-3.91,-1.80,0.00,13.32,0,0,14.27,Closed,14.43,199,1.0000,1120,0.00,0.0000,20.50,1.767,-4.19,16.22,15.08,13.09,0.0000,0.0121,0.0000,2.63
27.929,-4.69,0.86,0.00,13.90,0,0,14.64,Closed,14.43,199,1.0000,1107,0.00,0.0000,19.50,1.803,-4.00,16.13,13.38,13.64,0.0000,0.0120,0.0000,2.60
28.054,-4.69,2.34,0.00,14.36,0,0,14.95,Closed,14.43,199,1.0000,1099,0.00,0.0000,19.50,1.822,-3.90,15.71,12.22,14.18,0.0000,0.0115,0.0000,2.58
28.184,-4.69,2.27,0.00,14.59,0,0,14.94,Closed,14.45,199,1.0000,1103,0.00,0.0000,19.50,1.806,-3.93,15.46,13.16,14.32,0.0000,0.0105,0.0000,2.59
28.314,-4.69,2.27,0.00,14.81,0,0,14.94,Closed,14.45,199,1.0000,1112,0.00,0.0000,20.50,1.796,-3.98,15.71,14.04,14.57,0.0000,0.0097,0.0000,2.61
28.444,-4.69,2.27,0.00,14.93,0,0,14.94,Closed,14.47,199,1.0000,1149,0.00,0.0000,20.50,1.777,-4.00,16.13,16.37,14.80,0.0000,0.0088,0.0000,2.70
28.574,-5.47,2.34,0.00,14.93,0,0,14.94,Closed,14.47,199,1.0000,1185,0.00,0.0000,22.50,1.761,-4.08,16.75,18.40,14.76,0.0000,0.0078,0.0000,2.78
28.704,-4.69,2.34,0.00,14.93,0,0,14.93,Closed,14.48,199,1.0000,1258,0.00,0.0000,23.00,1.762,-4.19,17.60,19.61,14.91,0.0000,0.0064,0.0000,2.95
28.838,-4.69,2.34,0.00,14.93,1,1,14.92,Closed,14.49,199,1.0000,1317,0.00,0.0000,24.00,1.746,-4.46,17.86,21.42,14.78,0.0000,0.0044,0.0000,3.09
28.964,-4.69,1.88,0.00,14.93,3,3,14.83,Closed,14.50,199,1.0000,1384,0.00,0.0000,25.00,1.714,-4.73,18.37,23.55,14.76,0.0000,0.0029,0.0000,3.25
29.094,-4.69,1.41,0.00,14.93,6,2,14.76,Closed,14.50,199,1.0000,1441,0.00,0.0000,26.00,1.710,-4.87,19.10,24.89,14.98,0.0000,0.0020,0.0000,3.38
29.234,-3.91,2.27,0.00,15.04,9,3,14.86,Closed,14.50,199,1.0000,1493,0.00,0.0000,27.00,1.722,-5.03,19.89,25.95,14.91,0.0000,0.0010,0.0000,3.50
29.354,-3.13,2.50,0.00,15.04,12,2,14.88,Closed,14.50,199,1.0000,1566,0.00,0.0000,28.00,1.730,-5.30,20.53,27.25,14.75,0.0000,0.0000,0.0000,3.67
29.483,-1.56,2.50,0.00,15.16,16,3,14.83,Closed,14.50,199,1.0000,1615,0.00,0.0000,28.50,1.741,-5.61,19.34,29.63,15.15,0.0000,-0.0272,0.0000,3.79
29.613,0.00,2.50,0.00,15.50,20,6,14.87,Closed,14.51,199,1.0000,1679,-1.40,0.0000,32.00,1.622,-6.06,20.33,34.04,15.44,0.0000,-0.0078,0.0000,3.58
29.742,0.78,2.50,0.00,15.39,25,8,14.89,Closed,14.52,199,1.0000,1731,0.00,0.0000,34.00,1.521,-6.49,19.04,36.47,15.28,0.0000,-0.0357,0.0000,3.69
29.871,0.78,0.47,0.00,15.04,28,10,14.73,Closed,14.93,199,1.0000,1767,0.00,0.0000,36.00,1.358,-7.03,18.23,39.00,14.92,0.0000,0.0000,0.0000,3.39
30.000,1.56,-0.94,0.00,14.70,33,12,14.28,Closed,14.94,199,1.0000,1844,0.00,0.0000,38.00,1.309,-7.23,18.94,40.91,14.58,0.0000,0.0000,0.0000,3.54
30.129,0.78,-1.09,0.00,14.36,35,15,14.42,Closed,14.55,199,1.0000,1877,0.00,0.0000,38.50,1.272,-7.35,18.98,41.33,14.34,0.0000,0.0000,0.0000,3.60
30.258,0.00,-1.25,0.00,14.24,36,18,14.33,Closed,14.55,198,1.0000,1891,0.00,0.0000,39.00,1.264,-7.42,18.88,41.97,14.25,0.0000,0.0000,0.0000,3.63
30.387,3.13,-0.31,0.00,15.04,37,20,14.45,Closed,14.56,198,1.0000,1939,0.00,0.0000,40.00,1.283,-7.41,19.08,43.04,15.43,0.0000,0.0000,0.0000,3.72
30.519,6.25,2.42,0.00,15.73,38,23,14.94,Closed,14.58,198,1.0000,1946,0.00,0.0000,41.00,1.278,-7.51,17.93,43.75,15.94,0.0000,0.0000,0.0000,3.74
30.645,8.59,2.42,0.00,15.73,39,26,14.94,Closed,14.59,198,1.0000,1977,0.00,0.0000,42.00,1.247,-7.56,18.71,44.10,16.03,0.0000,0.0000,0.0000,3.80
30.773,9.38,2.42,0.00,15.50,39,28,14.95,Closed,14.59,198,1.0000,2005,0.00,0.0000,42.00,1.261,-7.41,18.79,44.24,15.74,0.0000,0.0000,0.0000,3.85
30.912,9.38,2.27,0.00,15.16,40,31,14.95,Closed,14.59,198,1.0000,2037,0.00,0.0000,42.00,1.274,-7.32,19.22,44.29,15.34,0.0000,0.0000,0.0000,3.91
31.032,10.16,-0.63,0.00,15.04,39,33,14.50,Closed,14.58,198,1.0000,2071,0.00,0.0000,42.00,1.277,-7.31,18.93,44.44,15.04,0.0000,0.0000,0.0000,3.98
31.163,11.72,-0.31,0.00,15.04,39,37,14.43,Closed,14.59,198,1.0000,2100,0.00,0.0000,42.50,1.253,-7.32,18.48,44.77,15.07,0.0000,0.0000,0.0000,4.03
31.289,11.72,0.55,0.00,14.93,40,38,14.61,Closed,14.57,198,1.0000,2146,0.00,0.0000,43.00,1.221,-7.28,19.31,44.87,14.89,0.0000,0.0000,0.0000,4.12
31.418,12.50,-0.63,0.00,14.81,39,37,14.44,Closed,14.57,198,1.0000,2152,0.00,0.0000,42.50,1.262,-7.22,19.61,44.78,14.71,0.0000,0.0000,0.0000,4.13
31.552,14.06,-0.63,0.00,14.93,39,38,14.39,Closed,14.56,198,1.0000,2187,0.00,0.0000,42.50,1.316,-7.20,19.91,44.76,15.09,0.0000,0.0000,0.0000,4.20
31.676,15.63,1.72,0.00,15.16,39,38,14.83,Closed,14.56,198,1.0000,2231,0.00,0.0000,43.00,1.245,-7.50,17.96,45.04,15.31,0.0000,0.0000,0.0000,4.28
31.805,16.41,2.42,0.00,15.16,39,37,14.89,Closed,14.56,198,1.0000,2215,0.00,0.0000,43.50,1.221,-7.54,19.31,45.04,15.14,0.0000,0.0000,0.0000,4.25
31.934,15.63,1.56,0.00,14.81,39,38,14.91,Closed,14.55,198,1.0000,2260,0.00,0.0000,43.00,1.241,-7.57,19.81,45.03,14.68,0.0000,0.0000,0.0000,4.34
32.063,17.19,-0.63,0.00,14.93,39,38,14.54,Closed,14.54,198,1.0000,2285,0.00,0.0000,43.00,1.272,-7.61,20.11,45.01,14.77,0.0000,0.0000,0.0000,4.39
32.192,18.75,1.48,0.00,15.04,39,38,14.47,Closed,14.55,198,1.0000,2282,0.00,0.0000,43.00,1.270,-7.70,17.97,45.04,14.91,0.0000,0.0000,0.0000,4.38
32.321,17.97,1.88,0.00,14.81,39,38,14.90,Closed,14.54,198,1.0000,2360,0.00,0.0000,43.50,1.185,-7.91,20.10,45.04,14.63,0.0000,0.0000,0.0000,4.53
32.458,16.41,0.55,0.00,14.47,38,38,14.70,Closed,14.52,198,1.0000,2338,0.00,0.0000,43.50,1.214,-7.92,19.32,45.04,14.22,0.0000,0.0000,0.0000,4.49
32.579,16.41,-1.48,0.00,14.36,39,37,14.34,Closed,14.53,198,1.0000,2336,0.00,0.0000,43.50,1.203,-7.98,19.12,45.04,14.27,0.0000,0.0000,0.0000,4.48
32.708,17.19,-0.08,0.00,14.47,39,38,14.39,Closed,14.52,198,1.0000,2392,0.00,0.0000,43.50,1.188,-8.05,19.71,45.04,14.28,0.0000,0.0000,0.0000,4.59
32.837,15.63,0.55,0.00,14.24,39,37,14.53,Closed,14.52,198,1.0000,2378,0.00,0.0000,43.50,1.178,-8.05,20.01,45.04,14.15,0.0000,0.0000,0.0000,4.56
32.966,14.84,0.31,0.00,14.36,39,37,14.55,Closed,14.52,198,1.0000,2392,0.00,0.0000,43.50,1.199,-7.99,20.50,45.04,14.13,0.0000,0.0000,0.0000,4.59
33.095,14.84,0.16,0.00,14.36,39,37,14.60,Closed,14.52,198,1.0000,2427,0.00,0.0000,43.50,1.202,-8.01,20.31,45.04,14.04,0.0000,0.0000,0.0000,4.66
33.224,14.06,2.19,0.00,14.47,39,37,14.75,Closed,14.52,198,1.0000,2419,0.00,0.0000,43.50,1.191,-8.02,20.31,45.04,14.46,0.0000,0.0000,0.0000,4.64
33.353,12.50,2.50,0.00,14.47,39,37,14.82,Closed,14.52,198,1.0000,2427,0.00,0.0000,43.50,1.174,-8.04,20.41,45.04,14.12,0.0000,0.0000,0.0000,4.66
33.489,11.72,1.88,0.00,14.36,39,36,14.83,Closed,14.91,198,1.0000,2423,0.00,0.0000,42.00,1.052,-8.56,16.38,42.41,14.55,0.0000,-0.0295,0.0000,4.13
33.613,10.94,2.27,0.00,14.47,24,19,14.85,Closed,15.15,198,1.0000,2425,0.00,0.0000,37.50,0.740,-9.78,11.04,36.81,14.35,0.0000,-0.0078,0.0000,3.62
33.742,0.00,2.19,0.00,14.47,2,0,14.83,Open,14.54,198,1.0000,2373,0.00,0.0000,33.00,0.000,-10.45,9.43,31.55,14.24,0.0000,0.0000,0.0000,2.02
33.870,0.00,2.19,0.00,14.81,0,0,14.86,Open,14.55,198,1.0000,2246,0.00,0.0000,27.00,0.000,-10.55,8.98,26.61,14.75,0.0000,0.0000,0.0000,1.92
34.000,0.00,2.19,0.00,15.04,0,0,14.87,Open,14.56,198,1.0000,2094,0.00,0.0000,23.50,0.000,-10.52,8.20,23.95,15.48,0.0000,0.0000,0.0000,1.79
34.132,0.00,2.19,0.00,16.08,0,0,14.88,Open,14.56,198,1.0000,1947,0.00,0.0000,23.50,0.000,-10.54,7.39,23.95,16.57,0.0000,0.0000,0.0000,1.66
34.258,0.00,2.19,0.00,16.77,0,0,14.88,Open,14.56,198,1.0000,1814,0.00,0.0000,23.50,0.000,-10.54,7.23,22.83,17.41,0.0000,0.0000,0.0000,1.55
34.386,0.00,2.19,0.00,17.11,0,0,14.88,Open,14.56,198,1.0000,1665,0.00,0.0000,21.00,0.000,-10.58,7.16,20.51,17.67,0.0000,0.0000,0.0000,1.42
34.518,0.00,2.19,0.00,17.69,0,0,14.88,Open,14.56,198,1.0000,1521,0.00,0.0000,19.50,0.426,-10.38,8.19,20.12,17.83,0.0000,0.0347,0.0000,1.95
34.645,0.00,2.19,0.00,18.60,0,2,14.89,Open,12.81,198,1.0000,1454,0.00,0.0000,22.50,0.775,-9.44,11.39,24.38,18.00,0.0000,0.0998,0.0000,2.17
34.778,0.00,2.19,0.00,19.75,4,1,14.86,Open,13.23,198,1.0000,1468,0.00,0.0000,27.00,0.868,-8.97,11.73,29.17,18.00,0.0000,0.0032,0.0000,2.19
34.902,0.00,2.19,0.00,16.77,8,3,14.84,Open,14.47,198,1.0000,1469,0.00,0.0000,32.00,0.930,-8.74,11.68,33.33,16.27,0.0000,0.0040,0.0000,2.51
35.031,-0.78,-2.11,0.00,14.81,11,3,14.21,Closed,14.46,198,1.0000,1452,0.00,0.0000,34.00,0.967,-8.56,11.68,34.98,14.95,0.0000,0.0045,0.0000,2.48
35.160,3.13,-0.23,0.00,15.50,15,4,14.49,Closed,14.46,198,1.0000,1427,0.00,0.0000,33.50,1.028,-8.45,11.62,34.76,15.80,0.0000,0.0042,0.0000,2.44
35.289,6.25,-0.23,0.00,16.08,15,5,14.50,Closed,14.47,198,1.0000,1429,0.00,0.0000,34.00,1.078,-8.43,11.56,35.39,16.18,0.0000,0.0043,0.0000,2.44
35.419,8.59,0.23,0.00,16.08,15,3,14.55,Closed,14.46,198,1.0000,1438,0.00,0.0000,34.00,1.102,-8.39,11.56,34.85,16.09,0.0000,0.0038,0.0000,2.45
35.547,10.16,0.23,0.00,15.85,15,5,14.55,Closed,14.47,198,1.0000,1452,0.00,0.0000,34.00,1.122,-8.42,11.64,35.82,15.82,0.0000,0.0038,0.0000,2.48
35.676,10.94,0.23,0.00,15.39,15,4,14.55,Closed,14.47,198,1.0000,1461,0.00,0.0000,34.00,1.134,-8.30,12.29,35.70,15.60,0.0000,0.0039,0.0000,2.81
35.805,11.72,-0.16,0.00,15.16,16,6,14.49,Closed,14.45,198,1.0000,1472,0.00,0.0000,35.00,1.186,-8.23,12.13,36.13,15.13,0.0000,0.0038,0.0000,2.83
